wave,deposit,table,verdict,instrument,wording_source,evidence,rights,rights_sha256,old_agrees,old_disagree_reason,effort,slice,retry,redo_note
4,10.5281/zenodo.6557048,silva_2022_crsy,OBTAINABLE,"Community Resilience Scale for Youth (CRS-Y), 16-item administered pool","https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9348656/fullTextXML (PLOS ONE 17:e0269027) Table 2 (12 retained items) + Results 3.1 text quoting the 4 removed items (original items 6, 11, 12, 13)","Zenodo API was rate-limited (403 ""unusual traffic""), but the CC BY validation paper prints all 16 items: 12 in Table 2 and the 4 dropped ones quoted with their original numbers. Mapping to 1-16 assumes Table 2 follows original order for the remaining numbers. English translation of the Portuguese.",silence (own items: developed by the authors; paper CC BY 4.0),,na,,medium,5,,
4,10.3758/s13428-025-02655-w,validatedtouchvideo_smit_2025_arousal,NOT_ITEM_TEXT,Validated Touch-Video Database ratings,,"Items are 45 touch videos (OSF jvkqa/Videos/*.mp4), each rated on one dimension (arousal). The stimuli are videos, not worded items; only the file names describe them.",n/a,,na,,,5,,
4,10.3758/s13428-025-02655-w,validatedtouchvideo_smit_2025_category,NOT_ITEM_TEXT,Validated Touch-Video Database ratings,,"Items are 45 touch videos (OSF jvkqa/Videos/*.mp4), each rated on one dimension (category). The stimuli are videos, not worded items; only the file names describe them.",n/a,,na,,,5,,
4,10.3758/s13428-025-02655-w,validatedtouchvideo_smit_2025_strength,NOT_ITEM_TEXT,Validated Touch-Video Database ratings,,"Items are 45 touch videos (OSF jvkqa/Videos/*.mp4), each rated on one dimension (strength). The stimuli are videos, not worded items; only the file names describe them.",n/a,,na,,,5,,
4,10.3758/s13428-025-02655-w,validatedtouchvideo_smit_2025_threat,NOT_ITEM_TEXT,Validated Touch-Video Database ratings,,"Items are 45 touch videos (OSF jvkqa/Videos/*.mp4), each rated on one dimension (threat). The stimuli are videos, not worded items; only the file names describe them.",n/a,,na,,,5,,
4,10.7910/dvn/5vez7t,cavojova_2017_cfc,OBTAINABLE,"Consideration of Future Consequences Scale, 14-item (CFC-14; Joireman et al. 2012), Slovak administration",https://www.sjdm.org/dmidi/files/Strathman%20et%20al%20%281994%29%20CFC.pdf (items 1-12) + https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9963941/fullTextXML sec. 2.11.4 (added items 13-14 quoted),"Dataverse cfc14.tab headers CFC1_F..CFC14_F with _F/_I tags that match the CFC-14 structure (3,4,5,9,10,11,12 immediate). Items 1-12 come from the DMIDI form; the 2 added items (""When I make a decision, I think about how it might affect me in the future"", ""My behavior is generally influenced by future consequences"") are quoted in PMC9963941 (CC BY). The Slovak wording was administered and is not in the deposit; the English is canonical.","silence (checked: distributor none found - DMIDI Permissions says no permission needed; arabpsychology CFC-14 entry ""no specific fee""; origins Strathman 1994 JPSP and Joireman et al. 2012 PSPB, subscription, no CC-NC/ND)",,na,,medium,5,,
4,10.7910/dvn/anmxhr,goldberg_2018_ciss,NOT_PUBLISHED,"Campbell Interest and Skill Survey (CISS), 320 items",,"Dataverse deposit holds only CISS.tab/CISS-1.tab with q1..q320 codes, no codebook or questionnaire. The CISS is a commercial Pearson (NCS) instrument whose items are not published in any open source.",n/a (commercially published instrument; publisher terms not quoted because no wording source exists to extract from),,na,,,5,,
4,10.6084/m9.figshare.28768874,okeke2025_adaptability,OBTAINABLE,Study-specific supply-chain generative-AI survey,https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items B7-B9 (Adaptability),"The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_ai_usefulness_post,OBTAINABLE,Study-specific supply-chain generative-AI survey,"https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items B19-B21 (Perceived Usefulness of Generative AI Tools, post)","The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_ai_usefulness_pre,OBTAINABLE,Study-specific supply-chain generative-AI survey,"https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items A9-A11 (Perceived Usefulness of AI Tools, baseline)","The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_cognitive_agility_post,OBTAINABLE,Study-specific supply-chain generative-AI survey,https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items B13-B15 (Post-Use Cognitive Agility),"The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_cognitive_agility_pre,OBTAINABLE,Study-specific supply-chain generative-AI survey,https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items A1-A5 (Perceived Cognitive Agility),"The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_decision_accuracy,OBTAINABLE,Study-specific supply-chain generative-AI survey,https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items B1-B3 (Decision Accuracy),"The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_decision_confidence_post,OBTAINABLE,Study-specific supply-chain generative-AI survey,"https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items B16-B18 (Decision-Making Confidence, post)","The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_decision_confidence_pre,OBTAINABLE,Study-specific supply-chain generative-AI survey,https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items A6-A8 (Decision-Making Confidence),"The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_response_time,OBTAINABLE,Study-specific supply-chain generative-AI survey,https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items B4-B6 (Response Time),"The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.6084/m9.figshare.28768874,okeke2025_risk_mitigation,OBTAINABLE,Study-specific supply-chain generative-AI survey,https://ndownloader.figshare.com/files/53579606 (Leverage SC Survey Instrument.docx) items B10-B12 (Effectiveness in Mitigating SC Risks),"The figshare API lists the survey instrument docx; it gives every item under codes A1-A11/B1-B21, which match the xlsx data columns and n_items.","silence (own items: the headings cite Podsakoff et al. 2012 and Ivanov & Dolgui 2021 as conceptual sources, but neither publishes these statements; both are subscription, no CC-NC/ND)",,no,Figshare API serves the instrument docx; no access wall.,low,5,,
4,10.7717/peerj.21098,khattak_2026_confidence,OBTAINABLE,Study-specific BLS/CPR confidence items (4),https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13156951/fullTextXML Table 3 items 5-8; full questionnaire in Supplemental Information 3 (peerj-14-21098-s003.docx),"The paper is PMC13156951 (PeerJ 2026, CC BY). Table 3 gives the 4 confidence items verbatim (chest compressions, using an AED, managing choking, recognizing cardiac arrest), matching n_items=4; the questionnaire and SPSS code docx are supplements.",silence (own items: the paper states a study-specific questionnaire was developed),,no,The source paper exists in PMC with the items in Table 3.,low,5,,
4,10.1037/amp0001454,ai_fear_dong_2026_requirement,OBTAINABLE,"Occupational trait requirements (""To what extent do you think a good [occupation] should be [trait]?"")",https://osf.io/download/n7uxb/ (study-materials-English.pdf) Occupations block; codebook label for requirement,"Six occupations x eight traits (Warm, Sincere, Tolerant, Fair, Competent, Determined, Intelligent, Imaginative) = 48 items; wide data codes Religious.worker_1..Doctor_8 follow this order.",silence (own items),,na,,low,5,,
4,10.1037/amp0001454,ai_fear_dong_2026_ai,OBTAINABLE,"AI potential (""To what extent do you think AI, at its full potential, can be [trait]?"")",https://osf.io/download/n7uxb/ (study-materials-English.pdf) AI block; https://osf.io/download/528mt/ (long_format_codebook.xlsx),The stem plus 8 traits appears in the materials PDF and the codebook; the data has AI.impression_1..8. IRW n_items=48 does not match the 8 source items (possible metadata/table defect).,silence (own items),,na,,low,5,,
4,10.1037/amp0001454,ai_fear_dong_2026_own_fear,OBTAINABLE,"Own fear (""To what extent are you afraid of AI being [occupation]?"")",https://osf.io/download/n7uxb/ (study-materials-English.pdf) final block (6 occupation descriptions); https://osf.io/download/528mt/ (long_format_codebook.xlsx),Stem and 6 occupation descriptions are in the materials PDF; data own.fear_1..6. IRW n_items=48 vs 6 source items (possible defect).,silence (own items),,na,,low,5,,
4,10.1037/amp0001454,ai_fear_dong_2026_other_fear,OBTAINABLE,Belief about others' fear,"https://osf.io/download/528mt/ (long_format_codebook.xlsx) label other.fear: ""To what extent do you think most people in [country] are afraid of AI being [occupation]? Please give your best estimate.""","The English materials PDF lacks this block, but the codebook gives the exact stem; the 6 occupations are the same as own.fear. IRW n_items=48 vs 6 source items (possible defect).",silence (own items),,na,,low,5,,
4,10.1037/amp0001454,ai_fear_dong_2026_incentive,NEEDS_HUMAN,"""incentive"" (a between-subjects condition)",,"In the codebook ""incentive"" is not a measure: ""In South Korea and the United Kingdom, incentive is manipulated as a between-subjects variable for guesses of others' fear."" The table (n=1000) is probably the other.fear guesses of the incentivised subsample. If so its wording is the other.fear stem. Question: what are this table's items, and should it be merged into other_fear or dropped as a table defect?",silence (own items),,na,,medium,5,,
4,10.1037/pspp0000546,talaifar_2025_study1_tivi,RIGHTS_BLOCK,"Ten Item Values Inventory (TIVI; Sandy et al. 2017), items drawn from Schwartz's Portrait Values Questionnaire",,"OSF rf9k8 ""Survey Materials/Handbook_ Fall 2016 Survey measures.pdf"" (osf.io/download/6k2cp) lists tivi_1..tivi_10 with PVQ portrait wording (""S/he believes s/he should always show respect to his/her parents..."", ""Religious belief is important to him/her...""), matching n_items=10. The upstream check found the items are PVQ portraits.","register:Schwartz value instruments (PVQ40/SVS/PVQ21/PVQ-RR) - block (CC BY-NC-ND 3.0); TIVI items are PVQ portraits, so a derivative",,na,,,5,,
4,10.7910/dvn/lhhone,goldberg_2018_sdv_adjectives,OBTAINABLE,"Self-description adjective markers (ESCS ""How accurately can you describe yourself?"")","https://dataverse.harvard.edu/api/access/datafile/3139017 (SDV.pdf, administered questionnaire) + https://dataverse.harvard.edu/api/access/datafile/3139012 (SDV_items.txt, item list in data order) - adjective section","SDV.pdf lists the adjective rating section; SDV.tab column names are the (truncated) adjectives, so all 75 map directly.","silence (own items: ORI/Goldberg lexical adjective markers, single trait words)",,na,,low,5,,
