_key,Evaluator,"Decision
Yes=start github issue
,,,plos,plosone,10.1371/journal.pone.0279062,Psychometric properties of three online-related addictive behavior instruments among Bangladeshi school-going adolescents,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279062,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Data set.   https://doi.org/10.1371/journal.pone.0279062.s00",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0279062_S1_File.xlsx,17948,10,42,42.7333,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0331680,"Providing psychological support to people impacted by terminal illness: A mixed methods study of hospice staff perceived competence, confidence and training needs",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0331680,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Understanding current practices regarding how psychological support is provided for terminally ill patients and their caregivers'] | SI caption: Supplementary File 3.   https://doi.org/10.1371/journal.pone,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0331680_S3_File.xlsx,,,,,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0167398,Latent Profiles of Posttraumatic Growth and Their Relation to Differences in Resilience among Only-Child-Lost People in China,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0167398,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0167398.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0167398_S1_Data.xls,1998,2,9,111,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0132294,"Emotional Valence, Arousal, and Threat Ratings of 160 Chinese Words among Adolescents",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0132294,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Word No.', 'Chinese Word ', 'English Translation', 'Type', 'Valence (rating = 1-9)', 'Arousal (rating = 1-9)', 'Threat (rating = 1-5)'] | SI caption: Ratings of 160 Chinese words.   https://doi.org/10.1371/jour",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0132294_S1_Table.xlsx,,,,,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0168202,Unintentional Injuries among Psychiatric Outpatients with Major Depressive Disorder,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168202,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: The dataset includes data related to unintentional injuries ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0168202_S1_Dataset.xls,5667,36,43,3.6609,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0120900,Is That Me or My Twin? Lack of Self-Face Recognition Advantage in Identical Twins,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0120900,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0120900.s001",All relevant data are available as supplemental material.,,journal.pone.0120900_S1_Dataset.xls,128,30,4,1.0667,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0118094,Eye Contact Perception in the West and East: A Cross-Cultural Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0118094,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Datasets of the gaze direction judgment task and the rating ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0118094_S1_Dataset.xlsx,1020,30,17,2,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0143120,Relations of Distinct Psychopathic Personality Traits with Anxiety and Fear: Findings from Offenders and Non-Offenders,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143120,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Study 1 minimal dataset.   https://doi.org/10.1371/journal.p",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0143120_S1_File.xlsx,3990,2,14,142.5,1,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0234724,Impairment of visually guided associative learning in children with Tourette syndrome,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0234724,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: The data of the psychophysical performances of 46 TS patient",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0234724_S1_Table.xlsx,200,29,4,1.7241,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0197598,Olfactory functioning in adults with Tourette syndrome,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0197598,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Raw data.   https://doi.org/10.1371/journal.pone.0197598.s00",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0197598_S1_Table.xlsx,672,2,12,28,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0182085,Attention impairments and ADHD symptoms in adult narcoleptic patients with and without hypocretin deficiency,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182085,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Population', '21 Narcolepsy Type 1 patients, 9 males, with a mean age (SD) of 36.19y (11.94 y); 15 Narcolepsy Type 2 patients, 6 males, with a mean age (SD) of 35.53y (12.95y) and 22 healthy controls, 11 males, with a mean age (SD) of 34.95y (11.52y). ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0182085_S1_Dataset.xlsx,,,,,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0135524,Effects of Deep Brain Stimulation on the Lived Experience of Obsessive-Compulsive Disorder Patients: In-Depth Interviews with 18 Patients,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0135524,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Patient' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Patient', 'Sex', 'Age at time of interview', 'Y-BOCS before DBS', 'Y-BOCS at time of interview ', 'Responder', 'T","The complete transcribed interviews contain personal information that would interfere with the guarantee for anonymity as given to the participants. However, if researchers who meet the criteria for access to confidential data would want to see relevant excerpts of the interviews, they may contact t",,journal.pone.0135524_S1_Table.xlsx,,,,,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0234111,Individual traits that influence the frequency and emotional characteristics of involuntary musical imagery: An experience sampling study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0234111,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: ESM (INMI occurrence) and questionnaire data.   https://doi.",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0234111_S1_Dataset.xlsx,45720,91,24,20.9341,2,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0207514,Adult attachment and social anxiety: The mediating role of emotion regulation strategies,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0207514,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Data file.   https://doi.org/10.1371/journal.pone.0207514.s0",All relevant data are within the manuscript and its Supporting Information file.,,journal.pone.0207514_S1_File.sav,2530,30,10,8.4333,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0249765,Having versus not having social interactions in patients diagnosed with depression or social phobia and controls,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0249765,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0249765.s005",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0249765_S1_Data.csv,53008,284,8,23.331,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0349605,A study of push and pull factors influencing employee retention in education sector in China: Using PLS-SEM and multi-group analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0349605,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, multi_scale* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0349605.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0349605_S2_File.xlsx,17608,7,31,81.1429,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0336725,"Generation Alpha’s expectations at work: Well-being, pay and sense of agency",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336725,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Supporting Information Dataset – the file contains anonymize",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0336725_S1_Appendix.xlsx,8028,5,18,89.2,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,plos,plosone,10.1371/journal.pone.0328440,Research on the impact of career advancement on the mental health of young workers,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0328440,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0328440.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0328440_S1_File.xlsx,39406,32,17,72.4375,0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
