table,check,severity,message,n_rows,n_items,n_participants
political_psychology,resp_na,warn,resp has 107733 NAs,296862,37,552
political_psychology,dup_id_item,warn,384171 duplicate id+item rows (longitudinal column ['date'] present — likely ok),296862,37,552
political_psychology,imputed_values*,warn,Item '10' has one resp value accounting for 62% of responses — possible mean imputation.,296862,37,552
pps_vangsness_2019,,ok,,2783,12,232
preference_inventory,,ok,,162024,12,13502
preschool_sel_akt,imputed_values*,warn,Item 'akt1_1s_t1' has one resp value accounting for 71% of responses — possible mean imputation.,14506,17,883
preschool_sel_box,imputed_values*,warn,Item 'box1_10_t1' has one resp value accounting for 62% of responses — possible mean imputation.,14234,20,735
preschool_sel_dn,,ok,,11472,14,878
preschool_sel_emt,imputed_values*,warn,Item 'emta1_1s_t1' has one resp value accounting for 60% of responses — possible mean imputation.,21016,48,898
preschool_sel_emt,multi_scale*,warn,"Item names suggest 2 subscales (['emta', 'emtb']) — IRW requires separate tables per construct.",21016,48,898
preschool_sel_htks,imputed_values*,warn,Item 'htks1_10_t1' has one resp value accounting for 80% of responses — possible mean imputation.,8320,10,847
preschool_sel_pl,imputed_values*,warn,Item 'pl_as10_t1' has one resp value accounting for 81% of responses — possible mean imputation.,19036,39,965
preschool_sel_pl,multi_scale*,warn,"Item names suggest 2 subscales (['pl', 'plsp']) — IRW requires separate tables per construct.",19036,39,965
preschool_sel_wj,imputed_values*,warn,Item 'wj_ap11_t1' has one resp value accounting for 79% of responses — possible mean imputation.,28320,78,897
previc_bohn2023,imputed_values*,warn,Item '1' has one resp value accounting for 100% of responses — possible mean imputation.,451010,379,1190
previc_bohn2023,column_order,warn,"columns start ['word', 'resp', 'word_type']; datastandard.md step 7 writes [id, item, resp] + covariates.",451010,379,1190
project_kids_ctopp,dup_id_item,warn,14065 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),62554,58,1421
project_kids_ctopp,imputed_values*,warn,Item 'ctopp_blend_10a' has one resp value accounting for 68% of responses — possible mean imputation.,62554,58,1421
project_kids_ctopp,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",62554,58,1421
project_kids_kbit,imputed_values*,warn,Item 'kbit_s10_matrices' has one resp value accounting for 76% of responses — possible mean imputation.,80865,125,1287
project_kids_kbit,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",80865,125,1287
project_kids_told_grade,imputed_values*,warn,Item 'told_gc_10a' has one resp value accounting for 87% of responses — possible mean imputation.,15220,28,593
project_kids_told_grade,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",15220,28,593
project_kids_told_wave,dup_id_item,warn,4193 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),51602,58,1386
project_kids_told_wave,imputed_values*,warn,Item 'told_gc_19a' has one resp value accounting for 63% of responses — possible mean imputation.,51602,58,1386
project_kids_told_wave,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",51602,58,1386
project_kids_topel,imputed_values*,warn,Item 'topela_10a' has one resp value accounting for 82% of responses — possible mean imputation.,36388,36,1066
project_kids_topel,multi_scale*,warn,"Item names suggest 3 subscales (['topelc', 'topela', 'topelb']) — IRW requires separate tables per construct.",36388,36,1066
project_kids_topel,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",36388,36,1066
project_kids_tosrec,imputed_values*,warn,Item 'tosrec_post_score_1' has one resp value accounting for 96% of responses — possible mean imputation.,39683,168,961
project_kids_tosrec,composite_items*,warn,"every item label names a computed score (['tosrec_score_1', 'tosrec_score_10', 'tosrec_score_11', 'tosrec_score_12']) — this looks like a summary/aggregate table, not raw item-level responses",39683,168,961
project_kids_tosrec,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",39683,168,961
project_kids_wj_ak_grade,imputed_values*,warn,Item 'wj_aka_10s' has one resp value accounting for 94% of responses — possible mean imputation.,3709,13,348
project_kids_wj_ak_grade,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",3709,13,348
project_kids_wj_ak_wave,dup_id_item,warn,85692 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),204310,65,3319
project_kids_wj_ak_wave,imputed_values*,warn,Item 'wj_aka_10s' has one resp value accounting for 92% of responses — possible mean imputation.,204310,65,3319
project_kids_wj_ak_wave,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",204310,65,3319
project_kids_wj_ap,dup_id_item,warn,24503 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),42253,39,511
project_kids_wj_ap,imputed_values*,warn,Item 'wj_ap_10s' has one resp value accounting for 97% of responses — possible mean imputation.,42253,39,511
project_kids_wj_ap,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",42253,39,511
project_kids_wj_lwid_grade,dup_id_item,warn,14434 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),54680,71,852
project_kids_wj_lwid_grade,imputed_values*,warn,Item 'wj_lw_10s' has one resp value accounting for 100% of responses — possible mean imputation.,54680,71,852
project_kids_wj_lwid_grade,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",54680,71,852
project_kids_wj_lwid_wave,dup_id_item,warn,279910 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),470335,76,3962
project_kids_wj_lwid_wave,imputed_values*,warn,Item 'wj_lw_10s' has one resp value accounting for 95% of responses — possible mean imputation.,470335,76,3962
project_kids_wj_lwid_wave,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",470335,76,3962
project_kids_wj_mf,dup_id_item,warn,22412 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),43430,80,510
project_kids_wj_mf,imputed_values*,warn,Item 'wj_mf_1_1' has one resp value accounting for 73% of responses — possible mean imputation.,43430,80,510
project_kids_wj_mf,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",43430,80,510
project_kids_wj_pc_grade,dup_id_item,warn,11645 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),39371,41,849
project_kids_wj_pc_grade,imputed_values*,warn,Item 'wj_pc_10s' has one resp value accounting for 93% of responses — possible mean imputation.,39371,41,849
project_kids_wj_pc_grade,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",39371,41,849
project_kids_wj_pc_wave,dup_id_item,warn,117307 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),226884,44,3770
project_kids_wj_pc_wave,imputed_values*,warn,Item 'wj_pc_10s' has one resp value accounting for 70% of responses — possible mean imputation.,226884,44,3770
project_kids_wj_pc_wave,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",226884,44,3770
project_kids_wj_pv_grade,dup_id_item,warn,9942 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),33220,34,846
project_kids_wj_pv_grade,imputed_values*,warn,Item 'wj_pv_10s' has one resp value accounting for 93% of responses — possible mean imputation.,33220,34,846
project_kids_wj_pv_grade,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",33220,34,846
project_kids_wj_pv_wave,dup_id_item,warn,200973 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),331616,43,3960
project_kids_wj_pv_wave,imputed_values*,warn,Item 'wj_pv_10s' has one resp value accounting for 96% of responses — possible mean imputation.,331616,43,3960
project_kids_wj_pv_wave,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",331616,43,3960
project_kids_wj_qc,imputed_values*,warn,Item 'wj_qca_10s' has one resp value accounting for 83% of responses — possible mean imputation.,1793,26,76
project_kids_wj_qc,sample_floor,warn,"76 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",1793,26,76
project_kids_wj_qc,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",1793,26,76
project_kids_wj_sa,dup_id_item,warn,51400 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),120449,45,1574
project_kids_wj_sa,imputed_values*,warn,Item 'wj_saa_10s' has one resp value accounting for 84% of responses — possible mean imputation.,120449,45,1574
project_kids_wj_sa,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",120449,45,1574
project_kids_wj_spell_grade,dup_id_item,warn,10531 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),37753,47,847
project_kids_wj_spell_grade,imputed_values*,warn,Item 'wj_spell_10s' has one resp value accounting for 99% of responses — possible mean imputation.,37753,47,847
project_kids_wj_spell_grade,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",37753,47,847
project_kids_wj_spell_wave,dup_id_item,warn,7086 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),27696,47,733
project_kids_wj_spell_wave,imputed_values*,warn,Item 'wj_spell_10s' has one resp value accounting for 96% of responses — possible mean imputation.,27696,47,733
project_kids_wj_spell_wave,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",27696,47,733
project_kids_wj_wa_grade,dup_id_item,warn,9564 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),32468,32,842
project_kids_wj_wa_grade,imputed_values*,warn,Item 'wj_wa_11s' has one resp value accounting for 64% of responses — possible mean imputation.,32468,32,842
project_kids_wj_wa_grade,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",32468,32,842
project_kids_wj_wa_wave,dup_id_item,warn,42957 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),106473,32,2760
project_kids_wj_wa_wave,imputed_values*,warn,Item 'wj_wa_14s' has one resp value accounting for 63% of responses — possible mean imputation.,106473,32,2760
project_kids_wj_wa_wave,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",106473,32,2760
project_kids_wj_wf,dup_id_item,warn,7181 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),22512,30,1470
project_kids_wj_wf,imputed_values*,warn,Item 'wj_wf_10s' has one resp value accounting for 77% of responses — possible mean imputation.,22512,30,1470
project_kids_wj_wf,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",22512,30,1470
promis1wave1_anger,imputed_values*,warn,Item 'EDANG07' has one resp value accounting for 74% of responses — possible mean imputation.,149758,56,15043
promis1wave1_anxiety,imputed_values*,warn,Item 'EDANX01' has one resp value accounting for 62% of responses — possible mean imputation.,144194,56,14909
promis1wave1_cesd,imputed_values*,warn,Item 'CESD1' has one resp value accounting for 78% of responses — possible mean imputation.,15471,20,778
promis1wave1_depression,imputed_values*,warn,Item 'EDDEP04' has one resp value accounting for 68% of responses — possible mean imputation.,143840,56,14909
promis1wave1_fatigue,imputed_values*,warn,Item 'FATIMP21' has one resp value accounting for 63% of responses — possible mean imputation.,290044,112,15053
promis1wave1_fatigue,multi_scale*,warn,"Item names suggest 2 subscales (['fatexp', 'fatimp']) — IRW requires separate tables per construct.",290044,112,15053
promis1wave1_haq,imputed_values*,warn,Item 'HAQ10' has one resp value accounting for 97% of responses — possible mean imputation.,37677,24,1590
promis1wave1_pain,imputed_values*,warn,Item 'PAINBE40' has one resp value accounting for 64% of responses — possible mean imputation.,434103,168,15961
promis1wave1_pain,multi_scale*,warn,"Item names suggest 3 subscales (['painin', 'painqu', 'painbe']) — IRW requires separate tables per construct.",434103,168,15961
promis1wave1_physicalfunction,imputed_values*,warn,Item 'PFC1' has one resp value accounting for 63% of responses — possible mean imputation.,140837,56,14954
promis1wave1_social,imputed_values*,warn,Item 'SRPSAT14' has one resp value accounting for 65% of responses — possible mean imputation.,292014,112,15045
promis1wave1_social,multi_scale*,warn,"Item names suggest 2 subscales (['srpper', 'srpsat']) — IRW requires separate tables per construct.",292014,112,15045
promis_BrummerHoffman_2021,resp_na,warn,resp has 8 NAs,109594,80,1828
promis_BrummerHoffman_2021,name_charset,warn,"table name 'promis_BrummerHoffman_2021' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",109594,80,1828
promis_BrummerHoffman_2021,column_order,warn,"columns start ['id', 'group', 'date']; datastandard.md step 7 writes [id, item, resp] + covariates.",109594,80,1828
