source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,10.1371/journal.pone.0242936,Executive functions form a single construct and are associated with schooling: Evidence from three low- and middle- income countries,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0242936,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data used in this study are from active cohort studies with previously published recruitment information and hence there is potential for individual participant re-identification if the raw data are made freely available. Data are available to qualified researchers upon request, subject to confi",,,,,,,
plos,10.1371/journal.pone.0091008,Overlapping Neural Systems Represent Cognitive Effort and Reward Anticipation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0091008,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0090874,External Error Monitoring in Subclinical Obsessive-Compulsive Subjects: Electrophysiological Evidence from a Gambling Task,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0090874,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0131556,Task Uncertainty Can Account for Mixing and Switch Costs in Task-Switching,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0131556,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Due to ethical restrictions, data are available upon request to the corresponding author from the University of Newcastle Institutional Data Access / Ethics Committee for researchers who meet the criteria for access to confidential data.",,,,,,,
plos,10.1371/journal.pone.0235083,An approach to social flexibility: Congruency effects during spontaneous word-by-word interaction,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235083,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'subject;visibility;TTRT;ConCost;TTRT_con;TTRT_incon;GoNogo;NumberLetter ;StopSignal;StopSignal_corr' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['subject;visibility;TT",All relevant data are within the manuscript and its Supporting Information files. All additional data and data script for analyses are openly available and can be downloaded at the open science framework at  osf.io/awyfe/ .,,journal.pone.0235083_S2_Data.csv,,,,,0
plos,10.1371/journal.pone.0193645,Attachment anxiety benefits from security priming: Evidence from working memory performance,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0193645,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The anonymized data sets of this study can be found at the OSF platform (URL: osf.io/nctxv).,,,,,,,
plos,10.1371/journal.pone.0213010,Working memory improves developmentally as neural processes stabilize,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0213010,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5061/dryad.68ff1,The behavioral data analyzed in this report have been packaged alongside associated neuroimaging data from a previous publication. It is hosted by dryad and can be found here: DOI:  https://doi.org/10.5061/dryad.68ff1 .,https://doi.org/10.5061/dryad.68ff1,,,,,,
plos,10.1371/journal.pone.0217056,Team sport expertise shows superior stimulus-driven visual attention and motor inhibition,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217056,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0248733,Your face scares me: Effects of Perceptual load and Social Anxiety on processing of threatening and neutral faces,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0248733,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data underlying this study contain sensitive participant information and cannot be shared publicly. Data access queries should be directed to the Center for Applied Neuroscience, University of Cyprus ( can@ucy.ac.cy ).",,,,,,,
plos,10.1371/journal.pone.0298301,"Associations between biological maturation, physical performance, postural control, and mathematical achievement in youth soccer players",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0298301,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0329450,Interpersonal brain synchronization during sensorimotor synchronization in people with different aerobic fitness levels: A fNIRS-based hyperscanning study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0329450,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript and its  Supporting Information  files.,,,,,,,
plos,10.1371/journal.pone.0315654,Symbolic and non-symbolic numbers differently affect center identification in a number-line bisection task,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0315654,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/hr8sz/?view_only=bc629be803724e819df7c31e5ddbd213,"The datasets, script and stimuli are available on OSF at link:  https://osf.io/hr8sz/?view_only=bc629be803724e819df7c31e5ddbd213 .",https://osf.io/hr8sz/?view_only=bc629be803724e819df7c31e5ddbd213,,,,,,
plos,10.1371/journal.pone.0028399,Mental Fatigue Modulates Dynamic Adaptation to Perceptual Demand in Speeded Detection,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0028399,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0042930,The Modulating Effect of Personality Traits on Neural Error Monitoring: Evidence from Event-Related fMRI,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0042930,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0212470,Graph-to-signal transformation based classification of functional connectivity brain networks,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212470,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17605/OSF.IO/43MVS,The supporting dataset used for this manuscript is available through the Open Science Framework (OSF.io) and are available at this DOI:  https://doi.org/10.17605/OSF.IO/43MVS .,https://doi.org/10.17605/OSF.IO/43MVS,,,,,,
plos,10.1371/journal.pone.0103559,The Associations of Objectively Measured Physical Activity and Sedentary Time with Cognitive Functions in School-Aged Children,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0103559,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0083333,Preliminary Support for a Generalized Arousal Model of Political Conservatism,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0083333,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0173720,Evidence for simultaneous syntactic processing of multiple words during reading,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0173720,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/4q8qx/,All data are available on the Open Science Framework (OSF) online database (url:  https://osf.io/4q8qx/ ).,https://osf.io/4q8qx/,,,,,,
plos,10.1371/journal.pone.0189299,Longitudinal effects of bilingualism on dual-tasking,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0189299,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Due to ethical and legal restrictions, data involving participants cannot be made publicly available. Data are available upon request and after agreement of the scientific committee of the Betula project. Researchers who meet the criteria for accessing to the data can contact the foundation by sendi",,,,,,,
plos,10.1371/journal.pone.0186114,Specific effects of working memory training on the reading skills of Chinese children with developmental dyslexia,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0186114,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0195934,Obesity and unhealthy lifestyle associated with poor executive function among Malaysian adolescents,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0195934,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset.    Data used for the analyses presented in this pap",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0195934_S1_File.xlsx,13689,513,27,0.9883,0
plos,10.1371/journal.pone.0214652,Strategies of selective changing: Preparatory neural processes seem to be responsible for differences in complex inhibition,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0214652,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.6084/m9.figshare.6886592.v1,All relevant data are available via Figshare at:  https://doi.org/10.6084/m9.figshare.6886592.v1 .,https://doi.org/10.6084/m9.figshare.6886592.v1,,,,,,
plos,10.1371/journal.pone.0256272,The comparisons of inhibitory control and post-error behaviors between different types of athletes and physically inactive adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0256272,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.7910/DVN/VOBQPR,All of our data have been made publicly available on the Harvard Dataverse Repository (DOI:  https://doi.org/10.7910/DVN/VOBQPR ).,https://doi.org/10.7910/DVN/VOBQPR,,,,,,
