table,table.lower,Description,URL (for data),Reference,DOI (for paper),DOI (for data),Original License,Custom License (source),Public Reshare?,Derived License,Custom License (derived),Notes,Contributor,Date
maes_2020_ospaq,maes_2020_ospaq,"Occupational Sitting and Physical Activity Questionnaire (OSPAQ), 4 items asking the percentage of work time spent sitting, standing, walking and on heavy physical tasks; 385 Belgian office workers.",https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-020-09180-9#Sec24,"Maes I, Ketels M, Van Dyck D, Clays E. 2020. The occupational sitting and physical activity questionnaire (OSPAQ): a validation study with accelerometer-assessed measures in Belgian office workers. BMC Public Health 20:1072.",10.1186/s12889-020-09180-9,,CC BY 4.0,,Public,CC BY 4.0,,"resp is a percentage (continuous 0-100), not an ordinal category. The four items are a time allocation and are meant to total 100; for 28 respondents they do not, and those responses ship exactly as deposited rather than being rescaled. 999 is a sentinel missing code (3 cells) and is dropped, not shipped. The accelerometer columns are device measurements of the same four postures and ship as covariates, never as items. Item text not shipped: the headers are posture labels, not the administered stems.",automated,
kaigaishi_2024_primate_cognition,kaigaishi_2024_primate_cognition,"Eight-task cognitive battery (physical, social and inhibitory-control domains) administered to 138 Japanese macaques; resp is per-trial binary success, 6,356 trials.",https://www.nature.com/articles/s41598-024-77912-7#Sec22,"Kaigaishi Y, Yamamoto S. 2024. Higher eigenvector centrality in grooming network is linked to better inhibitory control task performance but not other cognitive tasks in Japanese macaques. Scientific Reports 14:27460.",10.1038/s41598-024-77912-7,,CC BY 4.0,,Public,CC BY 4.0,,"Subjects are Japanese macaques; id is the focal unit measured, per the data standard. One table rather than three because the workbook's physical/social/inhibition sheets are domains of a single battery given to one colony, kept as itemcov_domain; split apart, none clears the 100-subject floor. The deposit's own `trial` counter does NOT uniquely index a trial (36 subject-task-trial triples repeat, 20 with an identical timestamp), so trial_number is a sequential index within subject and task in the file's row order and the source counter is retained as trial_source. The ~25 social-network statistics per row are the paper's derived predictors, not subject attributes, and are not shipped. Item text not applicable: the items are tasks, not worded questions.",automated,
basinska_2023_bits_s1,basinska_2023_bits_s1,"Polish Bern Illegitimate Tasks Scale (BITS, 9 items, 5-point) completed by 965 employees in Poland (sample 1, 2019).",https://data.mendeley.com/datasets/7wfgz62xgs/1,"Basinska, B. A., & Dåderman, A. M. (2023). Psychometric properties of the Bern illegitimate tasks scale using classical test and item response theories. Scientific Reports, 13, 7211. https://doi.org/10.1038/s41598-023-34006-0",10.1038/s41598-023-34006-0,10.17632/7wfgz62xgs.1,CC BY 4.0,,Public,CC BY 4.0,,Staged for #2266: live since PR #2204 with no dictionary row.,automated,
basinska_2023_bits_s2,basinska_2023_bits_s2,"Polish Bern Illegitimate Tasks Scale (BITS, 9 items, 5-point) completed by 803 employees in Poland (sample 2, 2020).",https://data.mendeley.com/datasets/7wfgz62xgs/1,"Basinska, B. A., & Dåderman, A. M. (2023). Psychometric properties of the Bern illegitimate tasks scale using classical test and item response theories. Scientific Reports, 13, 7211. https://doi.org/10.1038/s41598-023-34006-0",10.1038/s41598-023-34006-0,10.17632/7wfgz62xgs.1,CC BY 4.0,,Public,CC BY 4.0,,Staged for #2266: live since PR #2204 with no dictionary row.,automated,
basinska_2023_work_overload,basinska_2023_work_overload,"Work overload scale (4 items, 5-point) completed by 803 employees in Poland (sample 2, 2020).",https://data.mendeley.com/datasets/7wfgz62xgs/1,"Basinska, B. A., & Dåderman, A. M. (2023). Psychometric properties of the Bern illegitimate tasks scale using classical test and item response theories. Scientific Reports, 13, 7211. https://doi.org/10.1038/s41598-023-34006-0",10.1038/s41598-023-34006-0,10.17632/7wfgz62xgs.1,CC BY 4.0,,Public,CC BY 4.0,,Staged for #2266: live since PR #2204 with no dictionary row.,automated,
basinska_2023_bat23,basinska_2023_bat23,"Burnout Assessment Tool (BAT-23: exhaustion, mental distance, cognitive and emotional impairment; 5-point) completed by 803 employees in Poland (sample 2, 2020).",https://data.mendeley.com/datasets/7wfgz62xgs/1,"Basinska, B. A., & Dåderman, A. M. (2023). Psychometric properties of the Bern illegitimate tasks scale using classical test and item response theories. Scientific Reports, 13, 7211. https://doi.org/10.1038/s41598-023-34006-0",10.1038/s41598-023-34006-0,10.17632/7wfgz62xgs.1,CC BY 4.0,,Public,CC BY 4.0,,Staged for #2266: live since PR #2204 with no dictionary row.,automated,
social_media_godard_2026_msfu,social_media_godard_2026_msfu,,,,,,Permission via Email,,Public,CC BY 4.0,,Grant: R. Godard email 2026-03-16 (ethics board approved sharing on IRW; no conditions). licenseinfo/emails/social_media_godard_2026.pdf. #2266,automated,
social_media_godard_2026_paum,social_media_godard_2026_paum,,,,,,Permission via Email,,Public,CC BY 4.0,,Grant: R. Godard email 2026-03-16 (ethics board approved sharing on IRW; no conditions). licenseinfo/emails/social_media_godard_2026.pdf. #2266,automated,
ge_2021_eri,ge_2021_eri,"Effort-Reward Imbalance scale (ERI), 16 items on a 1-4 scale, Chinese healthcare workers. 21,232 responses from 1,327 respondents on 16 items.",https://europepmc.org/article/PMC/PMC7821543,"Ge J, He J, Liu Y, Zhang J, Pan J, Zhang X, Liu D (2021). Effects of effort-reward imbalance, job satisfaction, and work engagement on self-rated health among healthcare workers. BMC Public Health, 21, 195. https://doi.org/10.1186/s12889-021-10233-w",10.1186/s12889-021-10233-w,,CC BY 4.0,,Public,CC BY 4.0,,"Item-to-subscale map recovered from the authors' totals (exact sums), not stated in the paper: B1-B3 effort, B4-B9 overcommitment, B10-B16 reward. All items enter their sums with weight +1, so any negatively worded reward items were already recoded in the deposit. Authors' Effort, Reward, ERR and Overcommitment columns excluded. Sichuan subsample of the Chinese Sixth National Health and Services Survey (2018). No respondent identifier in the deposit, so id is row position; the same id is the same person across ge_2021_eri, ge_2021_job_satisfaction and ge_2021_uwes. Covariate codes checked against Table 2 of the paper; cov_self_rated_health is the paper's single-item outcome (1-5).",automated,9/23/2026
ge_2021_job_satisfaction,ge_2021_job_satisfaction,"Job satisfaction scale (10 items, one per aspect: abilities, personal satisfaction, colleagues, superiors, advancement, management, training, compensation, facility, welfare) on a 1-6 scale, Chinese healthcare workers. 13,270 responses from 1,327 respondents on 10 items.",https://europepmc.org/article/PMC/PMC7821543,"Ge J, He J, Liu Y, Zhang J, Pan J, Zhang X, Liu D (2021). Effects of effort-reward imbalance, job satisfaction, and work engagement on self-rated health among healthcare workers. BMC Public Health, 21, 195. https://doi.org/10.1186/s12889-021-10233-w",10.1186/s12889-021-10233-w,,CC BY 4.0,,Public,CC BY 4.0,,"Items keep source names C1-C10; the paper names the ten aspects but not their column order. Authors' JS total excluded. Sichuan subsample of the Chinese Sixth National Health and Services Survey (2018). No respondent identifier in the deposit, so id is row position; the same id is the same person across ge_2021_eri, ge_2021_job_satisfaction and ge_2021_uwes. Covariate codes checked against Table 2 of the paper; cov_self_rated_health is the paper's single-item outcome (1-5).",automated,9/23/2026
ge_2021_uwes,ge_2021_uwes,"Utrecht Work Engagement Scale (UWES-17, Chinese version), 17 items on a 0-6 scale, Chinese healthcare workers. 22,559 responses from 1,327 respondents on 17 items.",https://europepmc.org/article/PMC/PMC7821543,"Ge J, He J, Liu Y, Zhang J, Pan J, Zhang X, Liu D (2021). Effects of effort-reward imbalance, job satisfaction, and work engagement on self-rated health among healthcare workers. BMC Public Health, 21, 195. https://doi.org/10.1186/s12889-021-10233-w",10.1186/s12889-021-10233-w,,CC BY 4.0,,Public,CC BY 4.0,,"Standard UWES-17 order, confirmed against the authors' subscale totals: vigour D1 D4 D8 D12 D15 D17, dedication D2 D5 D7 D10 D13, absorption D3 D6 D9 D11 D14 D16. Authors' WE, Vigor, Dedication and Absorption columns excluded. Sichuan subsample of the Chinese Sixth National Health and Services Survey (2018). No respondent identifier in the deposit, so id is row position; the same id is the same person across ge_2021_eri, ge_2021_job_satisfaction and ge_2021_uwes. Covariate codes checked against Table 2 of the paper; cov_self_rated_health is the paper's single-item outcome (1-5).",automated,9/23/2026
sison_2022_hiv_testing_stigma,sison_2022_hiv_testing_stigma,"Anticipated HIV testing stigma (3 author-constructed items) on a 0-6 agreement scale, Filipino men who have sex with men and transgender women recruited online and in Metro Manila venues (2016). 2,697 responses from 899 respondents on 3 items.",https://doi.org/10.7910/DVN/PFUMZM,"Sison OT, Baja ES, Bermudez ANC, Quilantang MIN, Dalmacion GV, Guevara EG, Garces-Bacsal RM, Hemingway C, Taegtmeyer M, Operario D, Biello KB (2022). Association of anticipated HIV testing stigma and provider mistrust on preference for HIV self-testing among cisgender men who have sex with men in the Philippines. BMC Public Health, 22, 2362. https://doi.org/10.1186/s12889-022-14834-x",10.1186/s12889-022-14834-x,10.7910/DVN/PFUMZM,CC0 1.0,,Public,CC0 1.0,,"Items q16, q22, q23 (paper: Cronbach alpha 0.80); the paper dichotomises them, the table keeps the raw 0-6 codes. Covariates are the deposit's raw codes per its Coding manual.docx: cov_gender_identity (0 male, 1 female, 2 transgender woman, 3 transgender man, 4 other), cov_sexual_orientation (0-6), cov_relationship_status (0-5), cov_hiv_status (0-3), cov_knows_where_to_test (0/1), cov_preferred_test_method (0 hospital ... 4 self-testing; the paper's outcome), cov_last_hiv_test (0-5), cov_age (years), cov_education (0-8), cov_employment (0-12), cov_income (0-6, 6 = declined). date = date of participation (Unix seconds). All 899 respondents ship; the paper analyses the 803 cisgender MSM (cov_gender_identity 0, excluding heterosexual men). Authors' dichotomised recodes excluded. Same id = same person across sison_2022_hiv_testing_stigma and sison_2022_provider_mistrust.",automated,
sison_2022_provider_mistrust,sison_2022_provider_mistrust,"Provider mistrust at HIV testing facilities (4 author-constructed items) on a 0-6 agreement scale, Filipino men who have sex with men and transgender women recruited online and in Metro Manila venues (2016). 3,596 responses from 899 respondents on 4 items.",https://doi.org/10.7910/DVN/PFUMZM,"Sison OT, Baja ES, Bermudez ANC, Quilantang MIN, Dalmacion GV, Guevara EG, Garces-Bacsal RM, Hemingway C, Taegtmeyer M, Operario D, Biello KB (2022). Association of anticipated HIV testing stigma and provider mistrust on preference for HIV self-testing among cisgender men who have sex with men in the Philippines. BMC Public Health, 22, 2362. https://doi.org/10.1186/s12889-022-14834-x",10.1186/s12889-022-14834-x,10.7910/DVN/PFUMZM,CC0 1.0,,Public,CC0 1.0,,"Items q18-q21 (paper: Cronbach alpha 0.89); the paper dichotomises them, the table keeps the raw 0-6 codes. Covariates are the deposit's raw codes per its Coding manual.docx: cov_gender_identity (0 male, 1 female, 2 transgender woman, 3 transgender man, 4 other), cov_sexual_orientation (0-6), cov_relationship_status (0-5), cov_hiv_status (0-3), cov_knows_where_to_test (0/1), cov_preferred_test_method (0 hospital ... 4 self-testing; the paper's outcome), cov_last_hiv_test (0-5), cov_age (years), cov_education (0-8), cov_employment (0-12), cov_income (0-6, 6 = declined). date = date of participation (Unix seconds). All 899 respondents ship; the paper analyses the 803 cisgender MSM (cov_gender_identity 0, excluding heterosexual men). Authors' dichotomised recodes excluded. Same id = same person across sison_2022_hiv_testing_stigma and sison_2022_provider_mistrust.",automated,
zhang_2024_smoking_rationalisation,zhang_2024_smoking_rationalisation,"Chinese Male Smoking Rationalisation Scale (Huang et al., 2020), 26 items in six subscales on a 1-5 agreement scale, adult male smokers in Guiyang, China. 16,016 responses from 616 respondents on 26 items.",https://europepmc.org/article/PMC/PMC11229221,"Zhang D, Chen WJ, Meng XX, Zhao X, Liu RH, Tian HY (2024). Breaking down barriers: rationalisations and motivation to stop among Chinese male smokers under cigarette dependence. BMC Public Health, 24, 1812. https://doi.org/10.1186/s12889-024-19295-y",10.1186/s12889-024-19295-y,,CC BY 4.0,,Public,CC BY 4.0,,"Item codes keep the subscale prefixes: SFB1-5 smoking functional, RGB1-3 risk generalisation, SAB1-6 social acceptability, SSB1-4 safe smoking, SEB1-5 self-exempting, QHB1-3 quitting-is-harmful beliefs. Raw agreement direction (5 = strongly agree), not the paper's reversed IPMA coding. Covariates are raw SPSS codes: cov_mtss (Motivation To Stop Scale, a single 1-7 item), cov_age_group (2 = 18-24 ... 7 = 65+), cov_education (1-5), cov_residence (1 city, 2 township), cov_occupation (1-6), cov_age_first_smoked (banded, 1 = below 11 ... 8 = 65+). All respondents are adult male current smokers (street-intercept survey, Guiyang, Nov-Dec 2023); the deposit is the authors' analytic sample of 616 after removing straight-liners. id is the questionnaire number; same id = same person across zhang_2024_smoking_rationalisation and zhang_2024_ftcd.",automated,
